base_family_key,word_key,member_role,child_friendly_meaning,word_sum,morphology_parts,morphology_joins,transformation_notes,dictation_sentence,dictation_target_token_index,audio_text,assignment_eligible,source_category,source_name,source_url,source_licence,source_use_note,confidence,review_status,reviewed_by,reviewed_at
carry_base_family,carried_en_gb,authentic_target,held and moved something earlier,carry + ed → carried,"[{""id"":""part_1"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""carry"",""surfaceText"":""carri"",""gloss"":"""",""displayRange"":{""start"":0,""end"":5},""source"":{""morphemesJsonIndex"":0}},{""id"":""part_2"",""kind"":""suffix"",""morphemeKey"":null,""sourceText"":""ed"",""surfaceText"":""ed"",""gloss"":"""",""displayRange"":{""start"":5,""end"":7},""source"":{""morphemesJsonIndex"":1}}]","[{""afterPartId"":""part_1"",""beforePartId"":""part_2"",""joinType"":""none"",""surfaceText"":"""",""displayRange"":{""start"":5,""end"":5}}]",The final y changes to i before the ending is added.,Please spell carried.,2,Please spell carried.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/canonical_word_metadata.csv,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,low,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
carry_base_family,carries_en_gb,authentic_target,holds and moves something,carry + es → carries,"[{""id"":""part_1"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""carry"",""surfaceText"":""carri"",""gloss"":"""",""displayRange"":{""start"":0,""end"":5},""source"":{""morphemesJsonIndex"":0}},{""id"":""part_2"",""kind"":""suffix"",""morphemeKey"":null,""sourceText"":""es"",""surfaceText"":""es"",""gloss"":"""",""displayRange"":{""start"":5,""end"":7},""source"":{""morphemesJsonIndex"":1}}]","[{""afterPartId"":""part_1"",""beforePartId"":""part_2"",""joinType"":""none"",""surfaceText"":"""",""displayRange"":{""start"":5,""end"":5}}]",The final y changes to i before the ending is added.,Please spell carries.,2,Please spell carries.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/canonical_word_metadata.csv,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,low,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
carry_base_family,carry_en_gb,base,to hold and move something,carry,"[{""id"":""part_1"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""carry"",""surfaceText"":""carry"",""gloss"":"""",""displayRange"":{""start"":0,""end"":5},""source"":{""morphemesJsonIndex"":0}}]",[],The spelling of the base is kept in the longer word.,Please spell carry.,2,Please spell carry.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/canonical_word_metadata.csv,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,low,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
cat_base_family,cat_en_gb,base,a small pet animal with fur and whiskers,cat,"[{""id"":""part_1"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""cat"",""surfaceText"":""cat"",""gloss"":"""",""displayRange"":{""start"":0,""end"":3},""source"":{""morphemesJsonIndex"":0}}]",[],The spelling of the base is kept in the longer word.,Please spell cat.,2,Please spell cat.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/canonical_word_metadata.csv,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,low,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
cat_base_family,cats_en_gb,authentic_target,more than one cat,cat + s → cats,"[{""id"":""part_1"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""cat"",""surfaceText"":""cat"",""gloss"":"""",""displayRange"":{""start"":0,""end"":3},""source"":{""morphemesJsonIndex"":0}},{""id"":""part_2"",""kind"":""suffix"",""morphemeKey"":null,""sourceText"":""s"",""surfaceText"":""s"",""gloss"":"""",""displayRange"":{""start"":3,""end"":4},""source"":{""morphemesJsonIndex"":1}}]","[{""afterPartId"":""part_1"",""beforePartId"":""part_2"",""joinType"":""none"",""surfaceText"":"""",""displayRange"":{""start"":3,""end"":3}}]",The spelling of the base is kept in the longer word.,Please spell cats.,2,Please spell cats.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/canonical_word_metadata.csv,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,low,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
child_base_family,child_en_gb,base,a young person,child,"[{""id"":""part_1"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""child"",""surfaceText"":""child"",""gloss"":"""",""displayRange"":{""start"":0,""end"":5},""source"":{""morphemesJsonIndex"":0}}]",[],The spelling of the base is kept in the longer word.,Please spell child.,2,Please spell child.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/canonical_word_metadata.csv,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,low,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
child_base_family,children_en_gb,authentic_target,more than one child,child + ren → children,"[{""id"":""part_1"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""child"",""surfaceText"":""child"",""gloss"":"""",""displayRange"":{""start"":0,""end"":5},""source"":{""morphemesJsonIndex"":0}},{""id"":""part_2"",""kind"":""suffix"",""morphemeKey"":null,""sourceText"":""ren"",""surfaceText"":""ren"",""gloss"":"""",""displayRange"":{""start"":5,""end"":8},""source"":{""morphemesJsonIndex"":1}}]","[{""afterPartId"":""part_1"",""beforePartId"":""part_2"",""joinType"":""none"",""surfaceText"":"""",""displayRange"":{""start"":5,""end"":5}}]",The spelling of the base is kept in the longer word.,Please spell children.,2,Please spell children.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/canonical_word_metadata.csv,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,low,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
city_base_family,cities_en_gb,authentic_target,more than one city,city + es → cities,"[{""id"":""part_1"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""city"",""surfaceText"":""citi"",""gloss"":"""",""displayRange"":{""start"":0,""end"":4},""source"":{""morphemesJsonIndex"":0}},{""id"":""part_2"",""kind"":""suffix"",""morphemeKey"":null,""sourceText"":""es"",""surfaceText"":""es"",""gloss"":"""",""displayRange"":{""start"":4,""end"":6},""source"":{""morphemesJsonIndex"":1}}]","[{""afterPartId"":""part_1"",""beforePartId"":""part_2"",""joinType"":""none"",""surfaceText"":"""",""displayRange"":{""start"":4,""end"":4}}]",The final y changes to i before the ending is added.,Please spell cities.,2,Please spell cities.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/canonical_word_metadata.csv,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,low,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
city_base_family,city_en_gb,base,a large town,city,"[{""id"":""part_1"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""city"",""surfaceText"":""city"",""gloss"":"""",""displayRange"":{""start"":0,""end"":4},""source"":{""morphemesJsonIndex"":0}}]",[],The spelling of the base is kept in the longer word.,Please spell city.,2,Please spell city.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/canonical_word_metadata.csv,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,low,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
clean_base_family,clean_en_gb,base,not dirty,clean,"[{""id"":""part_1"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""clean"",""surfaceText"":""clean"",""gloss"":"""",""displayRange"":{""start"":0,""end"":5},""source"":{""morphemesJsonIndex"":0}}]",[],The spelling of the base is kept in the longer word.,Please spell clean.,2,Please spell clean.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/canonical_word_metadata.csv,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,low,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
clean_base_family,cleaned_en_gb,authentic_target,made something clean earlier,clean + ed → cleaned,"[{""id"":""part_1"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""clean"",""surfaceText"":""clean"",""gloss"":"""",""displayRange"":{""start"":0,""end"":5},""source"":{""morphemesJsonIndex"":0}},{""id"":""part_2"",""kind"":""suffix"",""morphemeKey"":null,""sourceText"":""ed"",""surfaceText"":""ed"",""gloss"":"""",""displayRange"":{""start"":5,""end"":7},""source"":{""morphemesJsonIndex"":1}}]","[{""afterPartId"":""part_1"",""beforePartId"":""part_2"",""joinType"":""none"",""surfaceText"":"""",""displayRange"":{""start"":5,""end"":5}}]",The spelling of the base is kept in the longer word.,Please spell cleaned.,2,Please spell cleaned.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/canonical_word_metadata.csv,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,low,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
copy_base_family,copied_en_gb,authentic_target,made something like another thing earlier,copy + ed → copied,"[{""id"":""part_1"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""copy"",""surfaceText"":""copi"",""gloss"":"""",""displayRange"":{""start"":0,""end"":4},""source"":{""morphemesJsonIndex"":0}},{""id"":""part_2"",""kind"":""suffix"",""morphemeKey"":null,""sourceText"":""ed"",""surfaceText"":""ed"",""gloss"":"""",""displayRange"":{""start"":4,""end"":6},""source"":{""morphemesJsonIndex"":1}}]","[{""afterPartId"":""part_1"",""beforePartId"":""part_2"",""joinType"":""none"",""surfaceText"":"""",""displayRange"":{""start"":4,""end"":4}}]",The final y changes to i before the ending is added.,Please spell copied.,2,Please spell copied.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/canonical_word_metadata.csv,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,low,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
copy_base_family,copy_en_gb,base,to make something like another thing,copy,"[{""id"":""part_1"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""copy"",""surfaceText"":""copy"",""gloss"":"""",""displayRange"":{""start"":0,""end"":4},""source"":{""morphemesJsonIndex"":0}}]",[],The spelling of the base is kept in the longer word.,Please spell copy.,2,Please spell copy.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/canonical_word_metadata.csv,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,low,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
cry_base_family,cried_en_gb,authentic_target,had tears come from your eyes earlier,cry + ed → cried,"[{""id"":""part_1"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""cry"",""surfaceText"":""cri"",""gloss"":"""",""displayRange"":{""start"":0,""end"":3},""source"":{""morphemesJsonIndex"":0}},{""id"":""part_2"",""kind"":""suffix"",""morphemeKey"":null,""sourceText"":""ed"",""surfaceText"":""ed"",""gloss"":"""",""displayRange"":{""start"":3,""end"":5},""source"":{""morphemesJsonIndex"":1}}]","[{""afterPartId"":""part_1"",""beforePartId"":""part_2"",""joinType"":""none"",""surfaceText"":"""",""displayRange"":{""start"":3,""end"":3}}]",The final y changes to i before the ending is added.,Please spell cried.,2,Please spell cried.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/canonical_word_metadata.csv,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,low,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
cry_base_family,cries_en_gb,authentic_target,has tears come from their eyes,cry + es → cries,"[{""id"":""part_1"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""cry"",""surfaceText"":""cri"",""gloss"":"""",""displayRange"":{""start"":0,""end"":3},""source"":{""morphemesJsonIndex"":0}},{""id"":""part_2"",""kind"":""suffix"",""morphemeKey"":null,""sourceText"":""es"",""surfaceText"":""es"",""gloss"":"""",""displayRange"":{""start"":3,""end"":5},""source"":{""morphemesJsonIndex"":1}}]","[{""afterPartId"":""part_1"",""beforePartId"":""part_2"",""joinType"":""none"",""surfaceText"":"""",""displayRange"":{""start"":3,""end"":3}}]",The final y changes to i before the ending is added.,Please spell cries.,2,Please spell cries.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/canonical_word_metadata.csv,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,low,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
cry_base_family,cry_en_gb,base,to have tears come from your eyes,cry,"[{""id"":""part_1"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""cry"",""surfaceText"":""cry"",""gloss"":"""",""displayRange"":{""start"":0,""end"":3},""source"":{""morphemesJsonIndex"":0}}]",[],The spelling of the base is kept in the longer word.,Please spell cry.,2,Please spell cry.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/canonical_word_metadata.csv,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,low,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
