micro_skill_key,content_version,version_status,is_active,teaching_objective,child_friendly_explanation,rule_explanation,memory_tip,anchor_word_key,ordered_example_word_keys,contrast_word_keys,common_misconceptions,first_exposure_progression,review_progression,source_category,source_name,source_url,source_licence,source_use_note,confidence,supersedes_content_version,final_readiness_review_status,final_readiness_reviewed_by,final_readiness_reviewed_at
D4_PG_LONG_OA_OW_FINAL,draft_source_intake_v1,draft,FALSE,Draft objective: Spell final /oa/ with ow.,Draft for review: notice the spelling pattern in snow and compare it with the examples.,"At the end of many words, the long /oa/ sound is spelled with ow.",,snow_en_gb,snow_en_gb|grow_en_gb|show_en_gb|throw_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_PG_LONG_OA_O_E,draft_source_intake_v1,draft,FALSE,Draft objective: Spell /oa/ with o-e.,Draft for review: notice the spelling pattern in home and compare it with the examples.,"A split digraph can make the vowel long; in o-e words, the final e helps signal the long /oa/ sound.",,home_en_gb,home_en_gb|rope_en_gb|stone_en_gb|joke_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_PG_LONG_OA_OE,draft_source_intake_v1,draft,FALSE,Draft objective: Spell final /oa/ with oe.,Draft for review: notice the spelling pattern in toe and compare it with the examples.,Some words spell final /oa/ with oe.,,toe_en_gb,toe_en_gb|goes_en_gb|doe_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_PG_LONG_OA_OPEN_O,draft_source_intake_v1,draft,FALSE,Draft objective: Spell open-syllable /oa/ with o.,Draft for review: notice the spelling pattern in go and compare it with the examples.,"In open syllables, a single o can represent the long /oa/ sound.",,go_en_gb,go_en_gb|no_en_gb|so_en_gb|robot_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_PG_LONG_OA_OLD_OLT_OST,draft_source_intake_v1,draft,FALSE,"Draft objective: Spell long /oa/ before ld, lt, st.",Draft for review: notice the spelling pattern in old and compare it with the examples.,"In some common words, o represents long /oa/ before ld, lt, or st.",,old_en_gb,old_en_gb|cold_en_gb|bolt_en_gb|post_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_PG_LONG_OA_OA_BEFORE_TD,draft_source_intake_v1,draft,FALSE,Draft objective: Spell oa before common final consonants.,Draft for review: notice the spelling pattern in boat and compare it with the examples.,The oa spelling often appears before final consonants such as t and d.,,boat_en_gb,boat_en_gb|coat_en_gb|road_en_gb|toad_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_PG_LONG_OO_YOO_OO_LONG,draft_source_intake_v1,draft,FALSE,Draft objective: Spell long /oo/ with oo.,Draft for review: notice the spelling pattern in moon and compare it with the examples.,The long /oo/ sound can be spelled with oo.,,moon_en_gb,moon_en_gb|spoon_en_gb|food_en_gb|pool_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_PG_LONG_OO_YOO_UE_FINAL,draft_source_intake_v1,draft,FALSE,Draft objective: Spell /oo/ or /yoo/ with final ue.,Draft for review: notice the spelling pattern in blue and compare it with the examples.,Some words spell final /oo/ or /yoo/ with ue.,,blue_en_gb,blue_en_gb|true_en_gb|glue_en_gb|rescue_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_PG_LONG_OO_YOO_U_E,draft_source_intake_v1,draft,FALSE,Draft objective: Spell /yoo/ with u-e.,Draft for review: notice the spelling pattern in cube and compare it with the examples.,The /yoo/ sound can be spelled with split digraph u-e.,,cube_en_gb,cube_en_gb|use_en_gb|tune_en_gb|cute_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_PG_LONG_OO_YOO_EW,draft_source_intake_v1,draft,FALSE,Draft objective: Spell /oo/ or /yoo/ with ew.,Draft for review: notice the spelling pattern in new and compare it with the examples.,The spellings ew can represent /oo/ or /yoo/ in common words.,,new_en_gb,new_en_gb|few_en_gb|chew_en_gb|flew_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_PG_LONG_OO_YOO_UI,draft_source_intake_v1,draft,FALSE,Draft objective: Spell /oo/ with ui.,Draft for review: notice the spelling pattern in fruit and compare it with the examples.,Some words spell the /oo/ sound with ui.,,fruit_en_gb,fruit_en_gb|suit_en_gb|juice_en_gb|bruise_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_PG_LONG_OO_YOO_OU,draft_source_intake_v1,draft,FALSE,Draft objective: Spell /oo/ with ou.,Draft for review: notice the spelling pattern in soup and compare it with the examples.,Some words spell the /oo/ sound with ou.,,soup_en_gb,soup_en_gb|group_en_gb|you_en_gb|through_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_PG_LONG_AI_EA_COMMON,draft_source_intake_v1,draft,FALSE,Draft objective: Spell /ai/ with ea in common words.,Draft for review: notice the spelling pattern in great and compare it with the examples.,Some common words spell the long /ai/ sound with ea; this is a small but useful word group.,,great_en_gb,great_en_gb|break_en_gb|steak_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_PG_LONG_EE_E_E_SPLIT,draft_source_intake_v1,draft,FALSE,Draft objective: Spell /ee/ with split digraph e-e.,Draft for review: notice the spelling pattern in these and compare it with the examples.,Some words use split digraph e-e to represent the long /ee/ sound.,,these_en_gb,these_en_gb|theme_en_gb|complete_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_PG_LONG_IGH_IND_ILD,draft_source_intake_v1,draft,FALSE,Draft objective: Spell long /igh/ before nd and ld.,Draft for review: notice the spelling pattern in find and compare it with the examples.,"In some common words, single i represents long /igh/ before nd or ld.",,find_en_gb,find_en_gb|kind_en_gb|mind_en_gb|child_en_gb|wild_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_PG_LONG_OA_OW_MEDIAL,draft_source_intake_v1,draft,FALSE,Draft objective: Spell medial /oa/ with ow.,Draft for review: notice the spelling pattern in bowl and compare it with the examples.,"The long /oa/ sound can be spelled with ow inside some words, not only at the end.",,bowl_en_gb,bowl_en_gb|own_en_gb|grown_en_gb|window_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_PG_LONG_OO_YOO_U_OPEN,draft_source_intake_v1,draft,FALSE,Draft objective: Spell /yoo/ or /oo/ with open-syllable u.,Draft for review: notice the spelling pattern in music and compare it with the examples.,"In open syllables, single u can represent /yoo/ or /oo/ in longer words.",,music_en_gb,music_en_gb|pupil_en_gb|human_en_gb|unit_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_PG_LONG_OO_YOO_O_SINGLE,draft_source_intake_v1,draft,FALSE,Draft objective: Spell /oo/ with single o in common words.,Draft for review: notice the spelling pattern in do and compare it with the examples.,Some very common words spell the /oo/ sound with single o.,,do_en_gb,do_en_gb|to_en_gb|who_en_gb|move_en_gb|prove_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_PG_R_CONTROLLED_AR,draft_source_intake_v1,draft,FALSE,Draft objective: Spell /ar/ with ar.,Draft for review: notice the spelling pattern in car and compare it with the examples.,The /ar/ sound is commonly spelled with ar; children should learn this as a core r-controlled vowel pattern.,,car_en_gb,car_en_gb|park_en_gb|star_en_gb|hard_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
