word_key,normalised_word,display_word,dialect_code,previous_frequency_band,promoted_frequency_band,frequency_changed,frequency_source_used,recommended_frequency_band,previous_age_band,promoted_age_band,age_changed,recommended_age_number,recommended_age_number_unrounded,age_source_status,age_review_flags,promotion_status,review_notes
chef_en_gb,chef,chef,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,middle_primary,TRUE,9,8.75,aoa_and_uk,multiple_meanings_review|aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
chemist_en_gb,chemist,chemist,en-GB,medium,medium,FALSE,wordfreq,medium,candidate_review,upper_primary,TRUE,10,9.75,aoa_and_uk,multiple_meanings_review|aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
cheque_en_gb,cheque,cheque,en-GB,medium,medium,FALSE,wordfreq,medium,candidate_review,lower_secondary,TRUE,13,13,aoa_and_uk,aoa_18_plus_only|aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
chew_en_gb,chew,chew,en-GB,medium,medium,FALSE,wordfreq,medium,candidate_review,early_primary,TRUE,7,7.12,aoa_and_uk,multiple_meanings_review|aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
chief_en_gb,chief,chief,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,7,6.75,aoa_and_uk,multiple_meanings_review|aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
child_en_gb,child,child,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,6,6,aoa_and_uk,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
children_en_gb,children,children,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,6,6,aoa_and_uk,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
chin_en_gb,chin,chin,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,upper_primary,TRUE,11,10.5,aoa_only,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
chip_en_gb,chip,chip,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,6,6,aoa_only,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
chocolate_en_gb,chocolate,chocolate,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,6,6,aoa_only,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
chop_en_gb,chop,chop,en-GB,medium,medium,FALSE,wordfreq,medium,candidate_review,middle_primary,TRUE,9,8.5,aoa_only,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
chorus_en_gb,chorus,chorus,en-GB,medium,medium,FALSE,wordfreq,medium,candidate_review,middle_primary,TRUE,9,8.75,aoa_and_uk,multiple_meanings_review|aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
churches_en_gb,churches,churches,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,5,5,uk_only,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
circle_en_gb,circle,circle,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,7,6.62,aoa_and_uk,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
cities_en_gb,cities,cities,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,6,6,manual_uk_curriculum_fill,manual_uk_curriculum_age_fill|source_band:age_6_7,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
city_en_gb,city,city,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,6,6,aoa_and_uk,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
clap_en_gb,clap,clap,en-GB,medium,medium,FALSE,wordfreq,medium,candidate_review,middle_primary,TRUE,9,8.5,aoa_only,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
clay_en_gb,clay,clay,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,6,6,aoa_only,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
clean_en_gb,clean,clean,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,upper_primary,TRUE,11,10.5,aoa_only,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
cleaned_en_gb,cleaned,cleaned,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,5,5,manual_uk_curriculum_fill,manual_uk_curriculum_age_fill|source_band:age_5_6,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
cliff_en_gb,cliff,cliff,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,7,6.75,aoa_and_uk,aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
climb_en_gb,climb,climb,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,6,6,aoa_and_uk,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
cloth_en_gb,cloth,cloth,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,lower_secondary,TRUE,12,12,aoa_only,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
cloud_en_gb,cloud,cloud,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,6,6.12,aoa_and_uk,multiple_meanings_review|aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
coat_en_gb,coat,coat,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,7,6.62,aoa_and_uk,multiple_meanings_review|aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
coin_en_gb,coin,coin,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,7,6.75,aoa_and_uk,multiple_meanings_review|aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
cold_en_gb,cold,cold,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,middle_primary,TRUE,8,8.25,aoa_and_uk,multiple_meanings_review|aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
comb_en_gb,comb,comb,en-GB,medium,medium,FALSE,wordfreq,medium,candidate_review,middle_primary,TRUE,9,8.5,aoa_only,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
combustion_en_gb,combustion,combustion,en-GB,medium,medium,FALSE,wordfreq,medium,candidate_review,lower_secondary,TRUE,13,12.5,aoa_only,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
comma_en_gb,comma,comma,en-GB,medium,medium,FALSE,wordfreq,medium,candidate_review,early_primary,TRUE,7,7.25,aoa_only,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
community_en_gb,community,community,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,middle_primary,TRUE,9,9.25,aoa_and_uk,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
complete_en_gb,complete,complete,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,middle_primary,TRUE,8,7.75,aoa_and_uk,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
confusion_en_gb,confusion,confusion,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,middle_primary,TRUE,9,8.75,aoa_and_uk,aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
copied_en_gb,copied,copied,en-GB,medium,medium,FALSE,wordfreq,medium,candidate_review,early_primary,TRUE,6,6,uk_only,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
copy_en_gb,copy,copy,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,7,6.62,aoa_and_uk,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
corn_en_gb,corn,corn,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,mid_secondary,TRUE,15,14.5,aoa_only,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
cot_en_gb,cot,cot,en-GB,medium,medium,FALSE,wordfreq,medium,candidate_review,later_review,TRUE,17,16.5,aoa_only,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
cough_en_gb,cough,cough,en-GB,medium,medium,FALSE,wordfreq,medium,candidate_review,middle_primary,TRUE,9,8.75,aoa_and_uk,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
could_en_gb,could,could,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,7,6.62,aoa_and_uk,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
court_en_gb,court,court,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,lower_secondary,TRUE,13,12.5,aoa_only,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
cow_en_gb,cow,cow,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,middle_primary,TRUE,8,7.75,aoa_and_uk,multiple_meanings_review|aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
crab_en_gb,crab,crab,en-GB,medium,medium,FALSE,wordfreq,medium,candidate_review,upper_primary,TRUE,11,10.5,aoa_only,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
creature_en_gb,creature,creature,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,middle_primary,TRUE,8,7.62,aoa_and_uk,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
cried_en_gb,cried,cried,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,6,6,aoa_only,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
cries_en_gb,cries,cries,en-GB,medium,medium,FALSE,wordfreq,medium,candidate_review,early_primary,TRUE,6,5.5,aoa_and_uk,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
cry_en_gb,cry,cry,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,7,7.25,aoa_and_uk,multiple_meanings_review|aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
cube_en_gb,cube,cube,en-GB,medium,medium,FALSE,wordfreq,medium,candidate_review,middle_primary,TRUE,8,8.25,aoa_and_uk,multiple_meanings_review|aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
cup_en_gb,cup,cup,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,6,6,aoa_only,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
cute_en_gb,cute,cute,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,7,6.62,aoa_and_uk,multiple_meanings_review|aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
cycle_en_gb,cycle,cycle,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,lower_secondary,TRUE,13,12.5,aoa_only,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
dance_en_gb,dance,dance,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,6,6,aoa_and_uk,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
danger_en_gb,danger,danger,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,6,6,aoa_only,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
dangerous_en_gb,dangerous,dangerous,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,7,6.5,aoa_and_uk,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
darkness_en_gb,darkness,darkness,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,6,6,aoa_and_uk,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
day_en_gb,day,day,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,6,5.5,aoa_and_uk,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
debt_en_gb,debt,debt,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,upper_primary,TRUE,10,10.25,aoa_and_uk,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
decision_en_gb,decision,decision,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,middle_primary,TRUE,8,7.75,aoa_and_uk,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
deer_en_gb,deer,deer,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,6,6,aoa_and_uk,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
define_en_gb,define,define,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,lower_secondary,TRUE,13,12.5,aoa_only,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
definition_en_gb,definition,definition,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,mid_secondary,TRUE,14,13.5,aoa_only,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
design_en_gb,design,design,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,middle_primary,TRUE,9,9.25,aoa_and_uk,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
desk_en_gb,desk,desk,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,6,6,aoa_only,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
predict_en_gb,predict,predict,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,upper_primary,TRUE,10,10.25,aoa_and_uk,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
die_en_gb,die,die,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,upper_primary,TRUE,11,10.75,aoa_and_uk,multiple_meanings_review|aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
dying_en_gb,dying,dying,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,middle_primary,TRUE,9,8.5,aoa_only,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
different_en_gb,different,different,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,7,7,aoa_and_uk,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
dig_en_gb,dig,dig,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,mid_secondary,TRUE,14,13.5,aoa_only,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
dinner_en_gb,dinner,dinner,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,middle_primary,TRUE,8,8.25,aoa_only,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
disappear_en_gb,disappear,disappear,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,7,6.5,aoa_and_uk,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
dish_en_gb,dish,dish,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,lower_secondary,TRUE,13,12.5,aoa_only,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
dislike_en_gb,dislike,dislike,en-GB,medium,medium,FALSE,wordfreq,medium,candidate_review,middle_primary,TRUE,8,7.75,aoa_and_uk,,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
division_en_gb,division,division,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,middle_primary,TRUE,9,8.75,aoa_and_uk,multiple_meanings_review|aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
do_en_gb,do,do,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,early_primary,TRUE,7,7.25,aoa_and_uk,multiple_meanings_review|aoa_uk_difference_over_2_years,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
doctor_en_gb,doctor,doctor,en-GB,medium,high,TRUE,wordfreq,high,candidate_review,middle_primary,TRUE,8,8.25,aoa_only,multiple_meanings_review,promoted,Reviewed band recommendation promoted into candidate canonical_words.csv.
