word_key,selected_source,selection_reason,before_syllables,after_syllables,before_phoneme_hint,after_phoneme_hint,before_stress_pattern,after_stress_pattern,before_has_schwa,after_has_schwa,before_grapheme_notes,after_grapheme_notes,before_morphemes,after_morphemes,before_morphology_notes,after_morphology_notes,before_irregularity_notes,after_irregularity_notes,before_source_name,after_source_name,before_confidence,after_confidence,before_review_status,after_review_status,morphology_changed
cake_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/kˈeɪk/,,primary,,FALSE,,,,,,,split digraph a-e,split digraph a-e,Canonical spelling word-map workbook v1,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
calendar_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,3,,/kˈæləndɐ/,,primary-unstressed-unstressed,,TRUE,,,,,,,final unstressed ar,final unstressed ar,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
called_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/kˈɔːld/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
calm_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/kˈɑːm/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
came_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/kˈeɪm/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
camera_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/kˈæmɹɐ/,,primary-unstressed,,TRUE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
camp_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/kˈæmp/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
can_t_en_gb,cmudict_fallback,No exact British IPA row exists; CMUdict fallback is approved for this candidate pass.,,1,,K AE1 N T,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,CMU Pronouncing Dictionary,medium,low,in_review,approved_for_first_exposure,FALSE
candle_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/kˈændəl/,,primary-unstressed,,TRUE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
cap_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/kˈæp/,,primary,,FALSE,,,,,,,regular,regular,Canonical spelling word-map workbook v1,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
car_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/kˈɑː/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
care_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/kˈeə/,,primary,,TRUE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
careful_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/kˈeəfəl/,,primary-unstressed,,TRUE,,,care + ful,care + ful,Base word care is preserved before suffix -ful.,Base word care is preserved before suffix -ful.,suffix ful,suffix ful,Katie Sanderson remaining blocker review,open-dict-data ipa-dict en_UK,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE
careless_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/kˈeələs/,,primary-unstressed,,TRUE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
carries_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/kˈæɹɪz/,,primary-unstressed,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
carried_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/kˈæɹɪd/,,primary-unstressed,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,low,medium,draft,approved_for_first_exposure,FALSE
carry_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/kˈæɹi/,,primary-unstressed,,FALSE,,,,,,,remembered double letter word,remembered double letter word,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
cars_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/kˈɑːz/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
castle_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/kˈɑːsəl/,,primary-unstressed,,TRUE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
cat_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/kˈæt/,,primary,,FALSE,,,,,,,regular,regular,Canonical spelling word-map workbook v1,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
catch_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/kˈætʃ/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
cats_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/kˈæts/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
ceiling_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/sˈiːlɪŋ/,,primary-unstressed,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
cent_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/sˈɛnt/,,primary,,FALSE,,,,,,,soft c before e,soft c before e,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
chain_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/tʃˈeɪn/,,primary,,FALSE,,,,,,,regular,regular,Canonical spelling word-map workbook v1,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
chalet_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/ʃˈæleɪ/,,primary-unstressed,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
chance_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/tʃˈɑːns/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
change_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/tʃˈeɪndʒ/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
chat_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/tʃˈæt/,,primary,,FALSE,,,,,,,regular,regular,Canonical spelling word-map workbook v1,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
cheer_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/tʃˈiə/,,primary,,TRUE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
cheese_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/tʃˈiːz/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
chef_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/ʃˈɛf/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
chemist_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/kˈɛmɪst/,,primary-unstressed,,FALSE,,,,,,,Greek ch for k,Greek ch for k,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
cheque_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/tʃˈɛk/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
chew_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/tʃjˈuː/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
chief_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/tʃˈiːf/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
child_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/tʃˈaɪld/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
children_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/tʃˈɪldɹən/,,primary-unstressed,,TRUE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
chin_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/tʃˈɪn/,,primary,,FALSE,,,,,,,regular,regular,Canonical spelling word-map workbook v1,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
chip_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/tʃˈɪp/,,primary,,FALSE,,,,,,,regular,regular,Canonical spelling word-map workbook v1,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
chocolate_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/tʃˈɒklət/,,primary-unstressed,,TRUE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
chop_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/tʃˈɒp/,,primary,,FALSE,,,,,,,regular,regular,Canonical spelling word-map workbook v1,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
chorus_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/kˈɔːɹəs/,,primary-unstressed,,TRUE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
churches_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/tʃˈɜːtʃɪz/,,primary-unstressed,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
circle_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/sˈɜːkəl/,,primary-unstressed,,TRUE,,,,,,,soft c before i,soft c before i,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
cities_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/sˈɪtiz/,,primary-unstressed,,FALSE,,,,,,,plural ies,plural ies,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
city_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/sˈɪti/,,primary-unstressed,,FALSE,,,,,,,soft c before i,soft c before i,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
clap_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/klˈæp/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
clay_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/klˈeɪ/,,primary,,FALSE,,,,,,,regular,regular,Canonical spelling word-map workbook v1,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
clean_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/klˈiːn/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
cleaned_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/klˈiːnd/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
cliff_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/klˈɪf/,,primary,,FALSE,,,,,,,final ff after short vowel,final ff after short vowel,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
climb_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/klˈaɪm/,,primary,,FALSE,,,,,,,silent mb,silent mb,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
cloth_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/klˈɒθ/,,primary,,FALSE,,,,,,,regular,regular,Canonical spelling word-map workbook v1,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
cloud_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/klˈaʊd/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
coat_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/kˈəʊt/,,primary,,TRUE,,,,,,,regular,regular,Canonical spelling word-map workbook v1,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
coin_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/kˈɔɪn/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
cold_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/kˈəʊld/,,primary,,TRUE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
