word_key,normalised_word,display_word,dialect_code,current_age_band,aoa_match_status,aoa_meaning_row_count,aoa_median_age,aoa_min_age,aoa_max_age,uk_match_status,uk_curriculum_age,age_source_status,recommended_age_number_unrounded,recommended_age_number,recommended_age_band,review_flags,recommendation_status,source_category,source_name,source_url,source_licence,source_use_note,review_status,review_notes,manual_fill_source_name,manual_fill_source_url_or_path,manual_fill_confidence,manual_fill_review_notes
baked_en_gb,baked,baked,en-GB,candidate_review,unmatched,0,,,,exact,6,uk_only,6,6,early_primary,,age_ready,internal_authored,Brysbaert-Biemiller test-based AoA master file + UK spelling words age estimates,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/brysbaert_biemiller_test_based_aoa_master_source.xlsx; docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/uk_spelling_words_age_estimates.csv,see source register rows,Candidate age recommendation combines median test-based AoA and UK curriculum age estimate where both are available; active canonical_words.csv age_band is not updated.,in_review,Half-up rounded from equal average of available age evidence. Meaning samples:,,,,
bank_en_gb,bank,bank,en-GB,candidate_review,exact,11,12.5,6,18,exact,5,aoa_and_uk,8.75,9,middle_primary,multiple_meanings_review|aoa_uk_difference_over_2_years,age_ready_with_review_flags,internal_authored,Brysbaert-Biemiller test-based AoA master file + UK spelling words age estimates,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/brysbaert_biemiller_test_based_aoa_master_source.xlsx; docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/uk_spelling_words_age_estimates.csv,see source register rows,Candidate age recommendation combines median test-based AoA and UK curriculum age estimate where both are available; active canonical_words.csv age_band is not updated.,in_review,Half-up rounded from equal average of available age evidence. Meaning samples: land along a stream; save money; where money is kept; a wall; pile up,,,,
basic_en_gb,basic,basic,en-GB,candidate_review,exact,2,12.5,8.5,16.5,unmatched,,aoa_only,12.5,13,lower_secondary,multiple_meanings_review,age_ready_with_review_flags,internal_authored,Brysbaert-Biemiller test-based AoA master file + UK spelling words age estimates,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/brysbaert_biemiller_test_based_aoa_master_source.xlsx; docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/uk_spelling_words_age_estimates.csv,see source register rows,Candidate age recommendation combines median test-based AoA and UK curriculum age estimate where both are available; active canonical_words.csv age_band is not updated.,in_review,Half-up rounded from equal average of available age evidence. Meaning samples: very important; alkaline in action,,,,
basket_en_gb,basket,basket,en-GB,candidate_review,exact,3,6,6,8.5,unmatched,,aoa_only,6,6,early_primary,multiple_meanings_review,age_ready_with_review_flags,internal_authored,Brysbaert-Biemiller test-based AoA master file + UK spelling words age estimates,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/brysbaert_biemiller_test_based_aoa_master_source.xlsx; docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/uk_spelling_words_age_estimates.csv,see source register rows,Candidate age recommendation combines median test-based AoA and UK curriculum age estimate where both are available; active canonical_words.csv age_band is not updated.,in_review,Half-up rounded from equal average of available age evidence. Meaning samples: woven container; a score in basketball; the cage in basketball,,,,
bat_en_gb,bat,bat,en-GB,candidate_review,exact,4,7.25,6,18,unmatched,,aoa_only,7.25,7,early_primary,multiple_meanings_review,age_ready_with_review_flags,internal_authored,Brysbaert-Biemiller test-based AoA master file + UK spelling words age estimates,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/brysbaert_biemiller_test_based_aoa_master_source.xlsx; docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/uk_spelling_words_age_estimates.csv,see source register rows,Candidate age recommendation combines median test-based AoA and UK curriculum age estimate where both are available; active canonical_words.csv age_band is not updated.,in_review,Half-up rounded from equal average of available age evidence. Meaning samples: hard blow; ball-player's stick; small flying animal; wild good time,,,,
bath_en_gb,bath,bath,en-GB,candidate_review,exact,1,6,6,6,exact,6,aoa_and_uk,6,6,early_primary,,age_ready,internal_authored,Brysbaert-Biemiller test-based AoA master file + UK spelling words age estimates,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/brysbaert_biemiller_test_based_aoa_master_source.xlsx; docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/uk_spelling_words_age_estimates.csv,see source register rows,Candidate age recommendation combines median test-based AoA and UK curriculum age estimate where both are available; active canonical_words.csv age_band is not updated.,in_review,Half-up rounded from equal average of available age evidence. Meaning samples: wash,,,,
beautiful_en_gb,beautiful,beautiful,en-GB,candidate_review,exact,1,6,6,6,exact,6,aoa_and_uk,6,6,early_primary,,age_ready,internal_authored,Brysbaert-Biemiller test-based AoA master file + UK spelling words age estimates,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/brysbaert_biemiller_test_based_aoa_master_source.xlsx; docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/uk_spelling_words_age_estimates.csv,see source register rows,Candidate age recommendation combines median test-based AoA and UK curriculum age estimate where both are available; active canonical_words.csv age_band is not updated.,in_review,Half-up rounded from equal average of available age evidence. Meaning samples: very pretty,,,,
because_en_gb,because,because,en-GB,candidate_review,exact,1,6,6,6,exact,6,aoa_and_uk,6,6,early_primary,,age_ready,internal_authored,Brysbaert-Biemiller test-based AoA master file + UK spelling words age estimates,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/brysbaert_biemiller_test_based_aoa_master_source.xlsx; docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/uk_spelling_words_age_estimates.csv,see source register rows,Candidate age recommendation combines median test-based AoA and UK curriculum age estimate where both are available; active canonical_words.csv age_band is not updated.,in_review,Half-up rounded from equal average of available age evidence. Meaning samples: for the reason that,,,,
bed_en_gb,bed,bed,en-GB,candidate_review,exact,5,12.5,6,18,unmatched,,aoa_only,12.5,13,lower_secondary,multiple_meanings_review,age_ready_with_review_flags,internal_authored,Brysbaert-Biemiller test-based AoA master file + UK spelling words age estimates,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/brysbaert_biemiller_test_based_aoa_master_source.xlsx; docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/uk_spelling_words_age_estimates.csv,see source register rows,Candidate age recommendation combines median test-based AoA and UK curriculum age estimate where both are available; active canonical_words.csv age_band is not updated.,in_review,Half-up rounded from equal average of available age evidence. Meaning samples: sleeping place; where seeds are planted; part of a truck; earthwork for a railroad; bottom,,,,
bedroom_en_gb,bedroom,bedroom,en-GB,candidate_review,exact,1,6,6,6,exact,5,aoa_and_uk,5.5,6,early_primary,,age_ready,internal_authored,Brysbaert-Biemiller test-based AoA master file + UK spelling words age estimates,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/brysbaert_biemiller_test_based_aoa_master_source.xlsx; docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/uk_spelling_words_age_estimates.csv,see source register rows,Candidate age recommendation combines median test-based AoA and UK curriculum age estimate where both are available; active canonical_words.csv age_band is not updated.,in_review,Half-up rounded from equal average of available age evidence. Meaning samples: sleeping room,,,,
bench_en_gb,bench,bench,en-GB,candidate_review,exact,3,6,6,12.5,unmatched,,aoa_only,6,6,early_primary,multiple_meanings_review,age_ready_with_review_flags,internal_authored,Brysbaert-Biemiller test-based AoA master file + UK spelling words age estimates,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/brysbaert_biemiller_test_based_aoa_master_source.xlsx; docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/uk_spelling_words_age_estimates.csv,see source register rows,Candidate age recommendation combines median test-based AoA and UK curriculum age estimate where both are available; active canonical_words.csv age_band is not updated.,in_review,Half-up rounded from equal average of available age evidence. Meaning samples: long seat; work table; take out player,,,,
best_en_gb,best,best,en-GB,candidate_review,exact,2,10.25,6,14.5,unmatched,,aoa_only,10.25,10,upper_primary,multiple_meanings_review,age_ready_with_review_flags,internal_authored,Brysbaert-Biemiller test-based AoA master file + UK spelling words age estimates,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/brysbaert_biemiller_test_based_aoa_master_source.xlsx; docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/uk_spelling_words_age_estimates.csv,see source register rows,Candidate age recommendation combines median test-based AoA and UK curriculum age estimate where both are available; active canonical_words.csv age_band is not updated.,in_review,Half-up rounded from equal average of available age evidence. Meaning samples: the most good; to beat someone,,,,
bigger_en_gb,bigger,bigger,en-GB,candidate_review,exact,1,6,6,6,unmatched,,aoa_only,6,6,early_primary,,age_ready,internal_authored,Brysbaert-Biemiller test-based AoA master file + UK spelling words age estimates,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/brysbaert_biemiller_test_based_aoa_master_source.xlsx; docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/uk_spelling_words_age_estimates.csv,see source register rows,Candidate age recommendation combines median test-based AoA and UK curriculum age estimate where both are available; active canonical_words.csv age_band is not updated.,in_review,Half-up rounded from equal average of available age evidence. Meaning samples: larger,,,,
biggest_en_gb,biggest,biggest,en-GB,candidate_review,unmatched,0,,,,exact,6,uk_only,6,6,early_primary,,age_ready,internal_authored,Brysbaert-Biemiller test-based AoA master file + UK spelling words age estimates,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/brysbaert_biemiller_test_based_aoa_master_source.xlsx; docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/uk_spelling_words_age_estimates.csv,see source register rows,Candidate age recommendation combines median test-based AoA and UK curriculum age estimate where both are available; active canonical_words.csv age_band is not updated.,in_review,Half-up rounded from equal average of available age evidence. Meaning samples:,,,,
big_en_gb,big,big,en-GB,candidate_review,exact,1,6,6,6,unmatched,,aoa_only,6,6,early_primary,,age_ready,internal_authored,Brysbaert-Biemiller test-based AoA master file + UK spelling words age estimates,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/brysbaert_biemiller_test_based_aoa_master_source.xlsx; docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/uk_spelling_words_age_estimates.csv,see source register rows,Candidate age recommendation combines median test-based AoA and UK curriculum age estimate where both are available; active canonical_words.csv age_band is not updated.,in_review,Half-up rounded from equal average of available age evidence. Meaning samples: large,,,,
